id,proposition,argument,score
8c219d22,Hilary Clinton should not be registered as a Democrat.,"The GOP has been in favor of our war in Iraq since the beginning. As the presidential race is getting more heated, more of hilary's character and beleifs are becoming more pronounced. She was in favor of the war when it began, and is the only of the 3 contenders of the Dems. that is not saying ""Pull out immediately!"" also, please take this into consideration: April has become the deadliest month for U.S. forces in Iraq since the war began more than a year ago. The U.S.-led coalition faces insurrections on several fronts, including the Sunni Muslim stronghold of Fallujah, west of Baghdad, and the militia of a Shiite Muslim cleric in Najaf in the south. To the disappointment of some antiwar liberals in her Democratic base, Clinton, the former first lady, voted in favor of the Iraq war resolution in October 2002. ""Obviously, I've thought about that a lot in the months since,"" she said. ""No, I don't regret giving the president authority because at the time it was in the context of weapons of mass destruction, grave threats to the United States, and clearly, Saddam Hussein had been a real problem for the international community for more than a decade."" (CNN)(April 21 2004) It was already imminent to the US that there were no WMDs. while i have no reliable source for this, lets be logical. If Hussein or Suddam had had wmds dont you think that they would have used them? also: Iraq has no wmds. Now, a group may get them, but Iraq has no strong government so i dont see how they could have more than a militia. and how does a militia arm a nuke? they dont. they have to be trained and im sure they wouldnt be. she was just using the current catchphrase to make a point that has now been proven BS (on wmds). Yeah, of course hussein was a problem to the global community, but he was being taken care of, or would have been. He was an extremist fascist, and, seeing as history does have a tendency to repeat itself, he would have been overpowered. Either by the people or by another group. Not to say that we shouldnt have done something about him, but a militarized action was overkill. If we had been logical and objective than im sure that the UN would have helped in this situation. The UN has much more influence than a strongly redneck perceived country. We have no creditabillity and are seen as overly violent and no tact. that should not be the case. I thought it was perfectly cleat: Hilary should not be registered as a democrat. She holds republican ideals, and is not true to her party. ""If it is that Hillary shouldn't be a democrat or she should be a republican than you are obviously mistaken."" This comment is misinformed. Have you noticed that she is not refuted nearly as much as obama or edwards (aside from the whole crying spell, but that was only an act, im sure). This leads me to the conclusion that either she is seen as not a threat or they feel that if she becomes the nominee than its a win-win situation for the GOP. Im much more sure of the latter. A party with as much experience as the republicans would not underestimate someone with a following that powerful. Simple people see the way out, but only talk. A troop withdrawal has been decided is necessary, but if elected its rather obvious that Hilary would follow the same track as the republican counterparts would do: talk and talk and talk and talk. and what will that do to the economy? ruin it, not like its not horrible. If you read what i had put, it was from april 2004, just using that as direct quote. and now if you consider that we forced them into a democracy it would make more sense for us to not interfere and pull out NOW, but she doesnt seem to uphold that idea as well. Barack says to bring home two combat brigades a month, and to have all soldiers and troops home in 16 months. that is an immediate withdrawal, not the four years that, if she stuck to what she said in this debate (). Obama and Edwards both say the will not build anymore perm. bases in iraq, and the only soldiers there will be at the embassies, or if al qaeda were to cause problems and if we were needed, such as if our embasies were involved. What has hilary said? contrary to what the typical dem. views (that of obama and edwards, as her dem. major opponents) and upholds ideas that have not been, as i said earlier, remain unrefuted by any of the republican runners. I eegerly await your arguement.",2
12de1f17,Homosexual convicts should serve their time in solitary confinement.,"Who amongst us can honestly hold their hands up and say that they've never broken the law? Not many, I bet. Now, let's say you had an all-day session down the pub and, after drinking your age in pints, you drove home and on the way you ploughed through a group of orphans who were on a charity fun run raising money for baby bunny rabbits with AIDS. Then, when your case came to court, the judge sentenced you to a month in prison for every orphan's life you'd snuffed out and, consequently, you were looking at a two-year stretch in the slammer. However, say you are a straight man and the judge offered you a choice of jails. You could either go to a jail for men, or a jail for women. It would be your choice, but if you chose the latter option, you'd have to share a cell and the showers with a load of sex-starved women. I believe that most heterosexual men would choose the latter option whereas most homosexual men would choose the former. For a gay man, or a lesbian for that matter, a prison sentence must be more like a free vacation than a punishment. I therefore affirm that, in order to prevent homosexuals from enjoying their period of enforced incarceration, they should serve their sentences in solitary confinement. First of all, I should like to thank my opponent for taking on this debate but would respectfully submit that she has failed to fully appreciate the benefits that would accrue from placing homosexual convicts in solitary confinement, so I will outline them as follows: 1 – Heterosexual inmates will no longer be discriminated against by being denied the opportunity to have intercourse with a person of the opposite sex, while homosexual prisoners can have all the gay sex they want (therefore making their stay in prison more enjoyable). 2 – Homophobic assaults will be eradicated, as gay-bashing prisoners will not have access to the homosexuals. 3 – Heterosexual inmates will no longer have to worry about being fondled by a nonce, or any other such malarkey, as any prisoner who sexually molests another man would be immediately identified as being gay and be put into solitary confinement. As regards my opponent's comment regarding prison food, I have never been to jail so I don't know for sure, but I bet the grub inside is better than the muck they dish up at my local boozer – the food there is so bad that the mice in the kitchen bring their own sandwiches! I offer the voters many thanks in anticipation of their generous support.",1
36883e79,Homosexuals and Heterosexuals should have equal rights in every area.,"My argument is that homosexuals and heterosexuals should both have equal rights in every area. Homosexuals should be able to adopt children as freely as heterosexuals, get married, engage in social activities, etc. I support this argument with the stated facts that homosexuals are essentially the same as heterosexuals in every way, except for their sexual preferences. Heterosexuals have equal capacity for intelligence, morality, emotions, parenting, working, etc. Given the fact that they have equal capacity for everything that heterosexuals have, there is no rational reason to exclude them from the same liberties that heterosexuals enjoy. I argue that any arguments that attempt to dismiss equal rights of homosexuals is inherently flawed. Thanks for the response. Con argues that my argument, homosexuals should have equal rights because they are essentially the same as heterosexuals, is an equivalent to the argument that pedophiles should also have the same rights. My response would be that it is a false comparison. Pedophiles are not equal to homosexuals or heterosexuals in the strict sense. I should have clarified this previously, but as you know pedophiles can be ether homosexuals or heterosexuals as well. However, when I'm talking about homo/heterosexals I am talking about just homo/heterosexuals and excluding pedophiles. That said, Pedophiles are not on the same level because they are attracted to children. Con, Yes. That is correct. Pedophiles are singled out because they are sexually attracted to ""children"". While homo/heterosexuals are attracted to other consenting adults. That is the difference. One act causes harm to the other party, while the other act (same sex marriage) causes no harm to anyone. This is not arbitrary distinction. In the end, it also all comes down to which causes harm and which does not. Pedophiles cause harm, gay people do not. If a brother and sister want to adopt, is this the same as a man and a man or a woman/woman? I don't think so. I haven't put too much thought into that, since it isn't an issue today. No. You are incorrect. The issue of whether a gay couple can adopt and whether brother and sister can adopt are two different issues. Totally distinct. My argument would not even apply to them. They are not inherently the same as a straight or gay couple since they are practicing incest. If a brother and sister want to adopt a child, and are not ""in a relationship"" with each other, then I see no issue there. BTW, I do think that 2 consenting adults should have the right to sex no matter the circumstances. As long as it hurts no one. Should polygamists get the same rights? Yes. Should they be able to adopt? Sure, Why not? I don't think that incest is morally wrong as long as it is done among consensual adults. There are obviously biological dangers associated with incest, though. I'm not condemning incest couples. I'm just saying that they aren't inherently the same as traditional straight or homosexual couples. Moreover, even if there is no reason to outlaw incest couples from adopting children...I don't see how that is an argument against homosexual couples adopting children. I think that it is a diversion tactic. We aren't talking about incest couples here. We are talking about gay couples. Even if incest couples deserve the same rights, it isn't relevant to the main argument that I am making :Gay couples deserve the same rights as straight couples.",3
686562e7,Human cloning should be legal in the United States when and if it is achieved.,"I would like to start by stating that I am on the con side of this argument. I have had two opponents resign on this one, for some reason they confirmed it then never posted anything. So please only confirm this debate if you have intentions to seriously debate it. Thanks you. I will establish the definition of a clone: Clone- a cell, cell product, or organism that is genetically identical to the unit or individual from which it was derived. (dictionary.com) In this debate I am referring to complete human cloning, not just a single organ With that clarified I am going to state the reasons I am against cloning. 1.) The world is full of people, and already we are seeing a strain on our resources. With a population that just keeps growing and growing, we don't have room to feed and house clones. 2.) It would cause problems for the legal system. If you have two people with the same DNA running around it would be nearly impossible to know if the original person or his/her clone committed a crime when using DNA testing. 3.) There is every likelihood that clones would be an underclass, used only for replacement organs. 4.) Creating human life just so you can destroy it for research is horrible and unethical. 5.) If the first attempt at human cloning fails it could negatively affect all of science especially stem cell research 6.) Most animal clones to date have died young, therefore human clones would most likely die young as well. Good luck to whomever decides to debate this with me. I would like to thank my opponent for accepting my debate. My opponent starts off by stating that cloning itself poses no problems. This is completely untrue. Cloning has whole hordes of problems. It is incredibly inefficient; only about .1-3% of attempted clones succeed. Of those, many are disfigured horribly or they die early. Making disfigured humans when we know the risks seems vehemently irresponsible. http://www.icr.org... Also, my opponent says that if a problem occurred in clones becoming an underclass, it would be the fault of society and not science. This is completely irrelevant because we are debating whether or not cloning should be legal, not who's fault the problems with cloning are. Also, my opponent has completely ignored my argument concerning the horrors cloning would do to the legal system. Crimes would become unsolvable on a DNA basis. fingerprints would stop being affective. Thanks for reading and as always, vote con I would like to once again thank my opponent for taking this debate, and responding quickly. My opponent says ""Imagine if people had thought the same thing about automobiles. We can't make cars because if we do, then criminals will use them to escape."" This is an absurd analogy. A car can be used by both the police and criminals; the same cannot be said about clones. A criminal can make clones in order to hurt the government, but the government can't very well make an army of clones like in star wars. If that eventually occurs, it's just more justification for making cloning illegal from the get-go. Then my opponent says ""Not only that but the problem would be easily solved. If a person requested that a clone be made of themselves then we would make it a requirement to alter that persons fingerprints and insert a non active strand of DNA into their own DNA. That way clones are still anonymous if need be and the two are genetically different while remaining exactly the same person."" I have a couple of questions about the above statement. 1.) Where are you getting information about the possibility of altering fingerprints and inserting a non-active strand of DNA? 2.) How would one go about enforcing said rule? 3.)"" be and the two are genetically different while remaining exactly the same person.""—this is a contradictory statement is it not? I thank you for reading and urge you to vote pro.",3
88ab907c,If Hillary Clinton wins the election it will be because she is a woman.,"Hello, First of all I want to compliment you on how you have set up this debate. I expect this to be rather structured which is always a treat. I suppose that I will be arguing that if Hillary Clinton wins the U.S. Presidential Election (and this is assuming that she becomes the democratic nominee) it is not simply because she is a woman. Perhaps she will get votes from many women but I believe that her campaigns momentum has more to do with an overwhelming amount of attention in the media as well as name recognition. The die has been cast and the ball is in your court my friend ;) So she is getting lots of media coverage because of her name, her influence, and her gender and we all know that she is going after the female vote. So is Obama. Revleader, can you show me some proof that lots of women will in fact vote for Hillary? Perhaps a recent poll among female voters? It seems to me that you have nothing short of speculation that proves your argument................................................... I am sure that people will vote based on the merits of your argument vs mine. You brought up Women for Hillary. What about Women for Obama? http://women.barackobama.com... Or Women for Edwards? http://johnedwards.com... Or Women for Bill Richardson http://women.richardsonforpresident.com... Or Women for Romney http://www.womenforromney.org... Or Women for Rudy Giuliani http://www.joinrudy2008.com... Or Women for McCain http://www.johnmccain.com... Or, do I need to continue? As you can see female voters are just as likely to vote for someone besides Hillary Clinton.",1
51a58170,If abortion becomes illegal it should be charged as a capital offense.,"Currently in the United States abortion is legal up to a certain point in the pregnancy. Now abortion has been debated to heck should it be legal, should it be illegal. But I don't know how many times we've stepped back and thought what are we going to do if it is illegal about people who get abortions anyway, and that is debate is about. For the sake of this debate we are going to have to assume that abortion becomes illegal, and if that is hard for you , what you can do is take partial birth abortion in mind sense that was recently made illegal, But I don't want this to descend into is it right or wrong. I believe that: If abortion becomes illegal, it is because it takes the life of another human being. The name for the crime that is committed when one human being takes the life of another is called murder. In the United States Murder is a Capital offense and receives a capital punishment, the Death Penalty or Life in prison depending on the state you live in. I'd go further and state that Abortion is illegal is not just murder, it is pre-meditated murder. The law draws a distinction between murders that happen our of the moment, for example a heated argument ends in one person killing another. That is not pre-meditated. Pre-Meditated is when a person wants to kill his boss and spends a month fabricated the perfect way to kill him.. Thats pre-meditated. And I argue that illegal abortion is pre-meditated murder. You don't just get mad one day and kill the child, you fabricate the specific way to terminate the child's life. Therefore Abortion is pre-meditated Murder, it should be a capital offense and people who commit abortion should be subject to capital punishment depending on the outcome of the jury. Well I am not going to delve if abortion should be legal or illegal the premise of this argument is that abortion is illegal,and for those purpose for the sake of moving forwards lets limit ourselves then to partial birth abortions. That said The law has room for self defense, which is what abortion would be if we were trying to save the mothers life. However if someone raped you, and you went out and killed that person later one you would still be brought into a criminal court. I think the same is true if someoen raped you and then you went out and killed the child. Infact I think that is worse because at least the peson committed the crime of rape, the child didn't do anything. Raising a Child and having a child are two different things, if the law requires you to have the child then you must have the child, if you do not we're debating what crime you should get, and you do not provide any alternative punishments in your argument. In our system people are tried by a jury of 12 of their peers, I think this jury is best suited to take the situation surrounding the abortion into consideration when they are trying the person. However my argument is that The prosecutor should bring up charges on pre-meditated murder. If abortion is to be illegal, and certain abortions are illegal already; then we need a crime to punish that, and on the premise of why and abortion would be illegal in the first place its logical to try it as murder. The Law needs to be black and white emotions cant be taken into consideration. Luckily our law system gives room for the jury to be compassionate and we should leave emotions to them.",3
1e3c9178,"If not for her husband, Hillary Clinton wouldn't be a prime contender for the Democratic nomination.","Ahh, Hillary. Either you love her or you hate her. That's pretty much how it is, whether you be Democrat or Republican. Really, though, would she be so popular if it wasn't for the fact that she married Bill Clinton early on in life, and he happened to get elected as president twice? I routinely hear her saying how she spent eight years in the White House with Bill, so she knows exactly how Washington runs. This may be true, but would that experience qualify Nancy Reagan and Laura Bush to run for president? As for her senate seat in New York - even if she DID win that seat on her own merit (I argue, too, that she won that seat because of Bill), is she really qualified to run for president? This point also plays into the Obama factor, who only has 2 and a half years Senator experience, as opposed to Hillary's seven and half. To me, it seems as if the democrats this time around have chosen very inexperienced, unqualified candidates to be their front-runners. My argument, though, is about Hillary. If it wasn't for her husband, no one (except for her family and friends) would even know who Hillary Rodham Clinton is today. I mean, has she really done anything noteworthy to distinguish her from her other fellow Senators? Or is it the NAME that counts for the Democrats? You start your argument claiming that Bill wouldn't have been in office if it weren't for Hillary. I don't quite know what you mean by this, as her husband was elected Governor of Arkansas for many years before the general public really knew who she was, but I'll let you make your own arguments and I'll refute them later. You predicate your notion that Hillary would have still been famous without her husband Bill based on the fact that she has written books about her past and as her term as first lady. This argument relies on the fact that she was already famous. In short, people wouldn't have bought a book about Hillary Clinton's life if they didn't know who she already was. You speak of Bill's allegations hindering her political growth. I argue, forget Bill! Hillary has a whole set of allegations of her own. Peter Paul, Norman Hsu... the list goes on and on. Hillary is hindering her own political growth by participating in such a vile, perverted form of politics. And as for Slick Willie... I would argue that one of the only reasons people want Hillary in the White House is so Bill could have another term! Whenever Hillary is attacked, Bill comes to her rescue. If he really has been hindering her political growth, she certainly doesn't know about it. As for Yale and Wellesly, I can think of plenty of people I know who graduated from there, yet are not qualified to run the United States. As for her previous career before college... all I have to say is that I, too, was in Boy Scouts, Student Council, NHS, and debate. Plenty of people graduate from high school with these credentials. Never have I seen any of these factors play a role in a presidential debate. You argue that she's qualified because she took initiative in change during Bill's presidency. So did Nancy Reagan, with her ""Just Say No"" policy. I would argue that her approach was a bit more successful that Hillary's ""universal healthcare express."" However, proposing that Nancy Reagan run for president after Reagan left office would be preposterous. The fact is, Hillary has done some great things in her life, but not so great that they distinguish her from any other person in her position. She is not fit to be the president of the United States. forfeit",3
286be97a,"If you are against illegal immigration, you should also be against outsourcing.","The argument here is very simple. Outsourcing is almost entirely representative of the shift in our economy from a manufacturing economy to a service economy. Many services require a person to be in this country to meet with customers, whereas manufacturers can be overseas and ship their products over to the U.S. Thus we need the labor that was formerly dedicated to manufacturing to sustain the growing demand for services. Also, outsourcing abides by the principles of free trade, which means as a general rule more jobs are created than are taken away. (The reason we don't see this, is that often the jobs taken come from a single manufacturing plant in one city and the new jobs are spread out over the country.) Illegal immigration on the other hand does nothing to help the economy. I will grant the argument that the jobs they take are ones that no American, even an unemployed one, would take. Thus they are not ""stealing"" jobs from Americans. But, what they are doing is using government provided services such as healthcare and education, without paying taxes. This increases the tax burden on the average American, thus decreasing their purchasing power and decreasing demand throughout the economy. Not to mention all of the safety concerns involved in the government not even knowing thousands of potential criminals are in our country. I didn't reiterate that some use welfare. I addressed government services such as education and subsidized healthcare, which are used by those with and without jobs. Other than the employer's portion of the payroll tax, illegal immigrants with jobs don't contribute to the government's tax income, meaning that they are draining our funds when they use these services without doing their part to replenish them. If we want to keep up these services at the same level then citizens are forced to pick up the slack which takes money out of their pockets and decreasing aggragate demand. The new service jobs created through outsourcing manufacturing are not ""beans paying"". They range from car salesmen to stock brokers, many new services are demanded when prices go down because then people have more money to spend, as a result employers who provide those services need to take on extra employees. That's just simple economics. This is benefit is unique to outsourcing in that if we kept manufacturing jobs in the U.S. but gave them to illegal immigrants, the benefits would be cancelled by the negative tax-related impacts that I spoke of earlier. http://money.cnn.com... That link is to a 2004 CNN study that found that outsourcing helps net tens of thousands of jobs because it decreases inflation and interest rates which create greater consumer spending and causing companies to take on extra positions. The study also says that GDP and wages increase as a result of outsourcing. That's just the first thing that came up on google, I'm sure there are even better studies and clearer explanations of the theory behind it if you care to take the time to look. As I stated earlier this obviously can't happen as a result of illegal immigration because the increased tax burden on the average citizen cancels the benefits. Thus the two are not the least bit similar as one is an effective tool for economic growth and the other creates recession and safety concerns.",3
c9a50042,Implementing universal health care is a bad idea.,"Our current health care system is messed up, but UHC is not the solution. A universal health care system would destroy the incentives of patients and doctors to try and lower prices. A UHC system would cause unnecessary corruption, and bureaucracy at the taxpayer's expense. A UHC system greatly reduces a patient's ability to choose their doctor. There is no evidence to suggest that UHC lowers medical prices, and most European nations with these systems merely transfer the costs to taxpayers. Our Current system is NOT what i would advocate (since it has many of the same problems of UHC). The Red Cross is a private charity...if you want to provide UHC through private charity then be my guest. What i take issue with is forcing other people to pay for that system through taxes. The WHO is little more then a bureaucratic entity at this point. To turn it into an organization capable of providing health care to more then 5 billion people would be impossible. There is always wasted spending in bureaucratic institutions. Corruption and wasted spending are a given, and any organization funded by government is bound to suffer from the same problems. So again...who is paying for this? You gave me nothing other then your two examples to go after. ""honestly, I don't see why this wouldn't work if the governments of the world could unite, and find a group to do the work."" Well i dont see how anything wouldn't work if everyone united in a happy little utopian world. That just has no basis in reality...which is what i thought we were arguing about.",3
1387a47d,"In crowded places, the obese should be made to walk in single file.","Firstly, I would like this to be a politically correct debate and I would be grateful it my opponent avoided using derogatory terms such as: ‘fatso’; ‘hefferlump’; ‘slobberchops’; ‘pig-in-panties’; ‘porky’; ‘lord of the pies’; ‘salad-dodging lard-arse’ and ‘big, fat, sweating pile of stinking blubber’ when referring to a gravitationally challenged person. Now, onto the debate. If you want to transport loads wider than 8ft 6in (2.59m).by road you have to apply for special permission to use the public highways. If such permission is granted, however, it is only on condition that the loads travel in single file (rather than side by side) as this system allows faster traffic to overtake. Today I am arguing that similar rules should apply to those gargantuan grease-guzzling gluttons who cause congestion in busy public areas by walking two abreast.Not impeding the progress of other people is a simple matter of common courtesy and, in fairness, some of the obese do walk in single file in order to minimise the inconvenience they cause to other people but, unfortunately, all too many of these ponderous porcine pedestrians are too ignorant and selfish to care about anybody else and that’s why I affirm that the police should issue these overweight offenders with on-the-spot fines as a punishment for causing undue congestion. For too long now these lumbering leviathans have hindered decent, hard-working people innocently going about the lawful business by placing a barely-moving blockade of blubber In their paths and it’s high time that legislation was introduced that obliges the obese are to walk in single file in crowded places. Thank you. I would like to thanks Llama212 for accepting this debate challenge. My honourable opponent misses the point that the main reason the obese cause so much delay is that they take up so much more space than normal people do while walking so slowly: a family or group of friends walking two or three abreast will not slow the people walking behind them nearly so much because they walk quicker and are faster to get out of other people's way when necessary. Regarding my opponent's supposed reason for becoming obese as being medical rather than lifestyle choices, I am afraid he is mistaken: the reason most people are obese is because they eat too much and do too little exercise [1]. That's why you don't see photographs of obese people in Nazi concentration camps or on TV charity appeals for starving Africans. Still, it is nice that my opponent to feel sorry enough for the obese to defend them, I just hope, for his sake, that they don't chuck his sympathy back in his face by getting in his way the next time he is walking along a crowded city centre pavement (downtown sidewalk). Thank you. [1] http://www.nhs.uk...",3
7c8c8b7b,Income taxes should be abolished and their should be a flat/fair tax instead.,"I'm going to ignore the arguement for teens under 18 paying taxes, because this debate is about the replacing of the income tax with the flat/fair tax. I am completely against the fair tax, that would be worse in many ways then the income tax. As for the flat tax, it would be better, but i'm still not in favor of it. Why should we replace it with anything? The income tax was put in effect after an amendment was made to the constitution to allow it. This was proposed by Senator Nelson Aldrich, an uncle to John Rockefellor. The income tax was only placed in effect so that the U.S. could borrow more credit from the Federal Reserve. We need to desperately change our monetary policy. We shouldn't give the government any more money until they spend reasonably and put in effect a monetary policy that is constitutional. Money that is controlled by the U.S. congress, not fiat money that is controlled by foriegn greedy bankers. I probably shouldn't have taken this debate because I have too many right now, and not enough time for all of them. So I thought i'd keep it short. First off a flat tax and a fair tax are two very different things. Secondly, the income tax is just a way for the government to piss away more paper money from the federal reserve. We need to get rid of it, and replace it with nothing. It was only supposed to be there for a short period of time to fund the war. Like I said flat tax would be better, fair tax would be worse. I don't support either because the government needs to get it's spending undercontrol, and the only way to do that is to give them less money. forfeit",2
2da30a8b,Infants born alive by accident during partial birth should be killed.,"Infants should never be killed unless it serves some more important purpose, and for this reason I must disagree with the resolution: ""infants born alive by accident during partial birth should be killed"" Partial-birth abortion is not the issue here. The issue here is killing an infant. The justification for partial-birth abortion is that an unborn is not actually a human worthy of rights yet. Let's say that I agree with this [since my opponent wanted an opponent who agreed with partial-birth abortion] So to make clear my hypothetical viewpoint, I believe that a fetus becomes a person deserving of rights at BIRTH. Thus, an infant who is accidentally BORN during partial birth should not be killed - for that would be murder. Thus, I base my position on the fact that infanticide and homicide are wrong, and that the baby definitely deserves rights [like the right to not be killed] once it is born. I therefore challenge my opponent to show me why a baby who is born should not be considered a person with rights. There are many ways to decide when to give a baby rights. My opponenet claims I have not shown how there is a difference between a baby still inside and a baby outside. The difference is the the baby inside has not yet been born. I think I made this clear. Since being for partial-birth abortion requires that someone either A> have this as their criteria, or B> be okay with slaughtering babies. Since A makes a lot more sense to me, I chose A for this debate. By my reasoning, a baby still inside the mother does not deserve rights, because it has not been born. By my reasoning, a baby outside the mother DOES deserve rights, since it has been born. This is just as valid of criteria as ""As long as it's the first trimester, it's okay."" There's always going to be a slippery slope. What about a second after the first trimester is over? Regardless of my position in this debate, I urge everyone to consider what PRO is asking. PRO is asking that BABIES that have actually been BORN should just be killed. My opponenet has not shown why a baby who has been born should NOT have rights, as I asked her to do in R1. My opponent instead has tried to show that by my hypothetical belief in partial-birth abortion, I should be PRO. However, consider that my hypothetical pro partial-birth abortion stance could very well be wrong. Not only that, but I did show a difference. The criteria I am using to determine if a baby deserves rights is whether or not the baby has been born. By this criteria, a baby inside the mother does not deserve rights, a baby outside the mother does. I once again ask my opponent: Why should a baby who is born not have rights? What are YOUR criteria? That ""technicality"" is what I've chosen as the criteria for my hypotherical positon in support of partial-birth abortion. In fact, I am arguing that we should NOT kill these infants. My opponent is the one arguing in favor of killing ""infants born alive by accident during partial birth."" And yet my opponent has repeatedly made arguments against abortion in general. If abortion is wrong, then CLEARLY and UNDENIABLY, infanticide is wrong. If a baby has not been born [is still inside the mother], and the mother wants to end it's life, then by my hypothetical stance, she should be able to do that, because it has not gained it's rights, since it's still part of her body. However, THAT IS NOT THE ISSUE WE ARE DEBATING. We are debating whether it is permissible to kill a child that is unquestionably not part of the mother's body. My opponent has given no arguments in favor of this, no criteria by which we should allow it. Instead, she has relied on trying to show that my two viewpoints don't make sense together. I believe I have cleared that up, but if not, WHO CARES. I have argued that babies should not be killed after they are born, my opponent has failed to do the opposite. Therefore, vote CON, for great justice.",4
0e062047,It Is Hypocritical To Believe Lincoln Was Right In Using Violence Against Rebels And King George III wasn't.,"Let us look at this logically, Both President Abraham Lincoln and King George III are known well in history books, but under different lights. Since most of their legacy rests on American shores, the popular history written about them as an American bias. This is the only reason why Lincoln is praised and George's name is despised. Let us look at this logically though and see into the controversy. On the negative side both leaders spat into the face of democracy by refusing to allow separatist regions to go about their crafted polices (i.e. separate). Since both Lincoln and George claimed to respect the democratic establishment (Parliament or Congress) this mars their record of principled thought greatly. This is of course, what the people of the time acknowledged as democracy. If one was to count the votes of each and every citizen, neither region would have voted to separate, but Negroes were not favoured by Hancock or Davies. Both sought to rectify this problem by declaring all slaves in the separatist regions free, one failed. But both tried. In addition to this positive, they events they caused (i.e. pressing a war that could possibly be averted, had they yielded) created massive destruction to infrastructure and spillage of many litres of blood. Surely a more diplomatic approach could have been made? There for it is logical to assume that both these two men were great, or to assume the opposite and spit on their names. But to say one was something, and the other the opposite is utter bare hypocrisy. As for your for allegations regarding the causes of war let me utterly refute you. Neither rebellion, American or Confederate, was based solely on one purpose. Although taxation without representation (taxation in itself was not perceived as unjust by the vast majority of Colonists) was regarded as a primary cause in the war's outbreak but it was not the only one. Frustraton with London's decision to HONOUR treaty agreements with Amerindian tribes west of the Appalachians and forbid unlawful settlement, disgust with the growing abolish movement in the Home Island (speeded by George's proclamation of emancipation for all rebels' slaves) , and various other small things. These were not at all 100% noble and just purposes, certainly not worth causing so much bloodshed over. The history books cast the Colonists as impoverished and oppressed when in reality they had the world's highest living standards and endowed with some of the most liberal laws in the entire world. As for the Confederate revolt, yes fear of the abolish movement played a part in exemplifying the cultural disunity, but it was not on the mind of many Union leaders. Few had any positive thoughts on Negroes, and most were motivated primarily by an obsession with national unity. Even if slavery was abolished, it was merely replaced with an apartheid system. Guilty lives? Is it guilty to standup for your homeland (viewed as many as their state, and many as their country) and fight as a patriot? Most Southern soldiers were not slave-owners, too lowly for that lofty postion. Even if it means disregarding noble things? Is so than surely both these leaders weren't justified, and total scum for causing such bloodshed. But not only 1 of them. If you believe otherwise, than both were principled patriots themselves who put preserving their country and the will of their people (the majority of Confederates and inhabitants of the 13 Colonies were against rebellion). Choose a postion, but don't be a hypocrit",2
06ae91a0,It is wrong to burn flags during protests.,"I cannot see how someone could tolerate the burning of a United States flag during a protest. I think it should be treason. yes, we have freedom to gather and protest. Yes, we have freedom of speech. Yes, we have the freedom to do whatever the heck else we want, but this is ridiculous. If the American flag is to be burned, then it is to be because it is worn or tattered., not because your angry. If you are angry, there are other things that you can do to voice your opinion, that is why there are wonderful sites like this. I believe that there are some things that are not to be tolerated, and this is one of them. You have my sincere apologies aaltobartok. I did not intend my title of the debate topic to be offensive in any way, next time I will be sure to use the topic to title the debate instead of my voiced opinion. Now to the matter at hand, ""No disrespect should be shown to the flag of the United States of America; the flag should not be dipped to any person or thing. Regimental colors, State flags, and organization or institutional flags are to be dipped as a mark of honor"". ""The flag should never be fastened, displayed, used, or stored in such a manner as to permit it to be easily torn, soiled, or damaged in any way"", If your burning it at a protest, it is being displayed and used in a manner that it can easily be damaged. (These are in the United States Code Title 4 Chapter 1, sub-section 8.) Although these are not laws, they are regulations for flag etiquette and respect, and i'm sure they weren't made to be broken. http://www.ushistory.org... (This is the web address from which I cited this information) forfeit",3
95b82e17,JFK was a Better President than Ronald Reagan.,"First round is for confirming the debate that JFK was a better President than Ronald Reagan. President Kennedy was a better President than Ronald Reagan based on: economic success, handling of foreign affairs, and domestic advancements. During President Kennedy's tenure, he developed a tax cut that would drop corporate income taxes from 52% to 47% and marginal incomes from 90% to 71%. Kennedy would never see his tax plans go into effect until 1964, while LBJ was in office. As a result, the Kennedy Administration would cause American economic growth not seen since WWII. Kennedy is most well known for handling issues with the Soviet Union. Despite his failure in the Bay of Pigs, Kennedy masterfully handled the Berlin Crisis, and then would be victorious in The Cuban Missile Crisis, preventing a Nuclear War. As a result, Kennedy's success in the Cuban Missile Crisis would be the downfall to Soviet Premier Nikita Khruschev, making Kennedy a prominent World Leader. Lastly Kennedy succeeded domestically, making the United States a better place. Kennedy pushed for Civil Rights throughout his Presidency. He would secure African Americans voting rights, and his work would lay the foundation to many of the Civil Rights bills eventually passed. http://www.econreview.com... http://www.pbs.org... http://www.pbs.org... Reaganomics had also significant impacts on the American economy. In his two terms in office, the National Debt nearly tripled as a result of Reaganomics. Also the top income tax rate was down 28% in his last year of office, one of the lowest points ever. Also under Reagan inflation at one point sparked over 10%, a startling number. Kennedy would inherit at 6.6% unemployment rate and drop it to 3.8%. Kennedy's tax cuts also helped stimulate the economy, as I said before, reaching heights unseen since WWII. Although Reagan receives credit for the end of the Cold War, it was United Kingdom Prime Minister Margaret Thatcher would help Ronald Reagan end the Cold War. The Iron Lady was credited for first speaking to Mikhail Gorbachev and as a result would lay the foundations for the end of the Cold War. Kennedy would need to foreign help in his successes in the Berlin Crisis or the Cuban Missile Crisis during his Presidency. http://useconomy.about.com... http://www.npr.org... http://www.heritage.org...",3
