id,proposition,argument_type,score
6f1734f4,Democracy is a flawed system.,paraphrase_gpt5,4
6f1734f4,Democracy is a flawed system.,improve_gpt5,5
6f1734f4,Democracy is a flawed system.,generate_gpt5,5
6f1734f4,Democracy is a flawed system.,paraphrase_gpt4o,4
6f1734f4,Democracy is a flawed system.,improve_gpt4o,4
6f1734f4,Democracy is a flawed system.,generate_gpt4o,5
6f1734f4,Democracy is a flawed system.,paraphrase_mistral,3
6f1734f4,Democracy is a flawed system.,improve_mistral,3
6f1734f4,Democracy is a flawed system.,generate_mistral,3
6f1734f4,Democracy is a flawed system.,paraphrase_llama,3
6f1734f4,Democracy is a flawed system.,improve_llama,3
6f1734f4,Democracy is a flawed system.,generate_llama,3
6f1734f4,Democracy is a flawed system.,paraphrase_qwen,3
6f1734f4,Democracy is a flawed system.,improve_qwen,4
6f1734f4,Democracy is a flawed system.,generate_qwen,5
6f1734f4,Democracy is a flawed system.,paraphrase_gemini,4
6f1734f4,Democracy is a flawed system.,improve_gemini,4
6f1734f4,Democracy is a flawed system.,generate_gemini,5
b52fc33b,Democracy is better than absolute monarchy.,winning_text,3
b52fc33b,Democracy is better than absolute monarchy.,losing_text,3
b52fc33b,Democracy is better than absolute monarchy.,paraphrase_gpt5,4
b52fc33b,Democracy is better than absolute monarchy.,improve_gpt5,4
b52fc33b,Democracy is better than absolute monarchy.,generate_gpt5,5
b52fc33b,Democracy is better than absolute monarchy.,paraphrase_gpt4o,3
b52fc33b,Democracy is better than absolute monarchy.,improve_gpt4o,5
b52fc33b,Democracy is better than absolute monarchy.,generate_gpt4o,5
b52fc33b,Democracy is better than absolute monarchy.,paraphrase_mistral,3
b52fc33b,Democracy is better than absolute monarchy.,improve_mistral,3
b52fc33b,Democracy is better than absolute monarchy.,generate_mistral,4
b52fc33b,Democracy is better than absolute monarchy.,paraphrase_llama,4
b52fc33b,Democracy is better than absolute monarchy.,improve_llama,2
b52fc33b,Democracy is better than absolute monarchy.,generate_llama,5
b52fc33b,Democracy is better than absolute monarchy.,paraphrase_qwen,3
b52fc33b,Democracy is better than absolute monarchy.,improve_qwen,3
b52fc33b,Democracy is better than absolute monarchy.,generate_qwen,3
b52fc33b,Democracy is better than absolute monarchy.,paraphrase_gemini,3
b52fc33b,Democracy is better than absolute monarchy.,improve_gemini,3
b52fc33b,Democracy is better than absolute monarchy.,generate_gemini,5
b52fc33b,Democracy is better than absolute monarchy.,paraphrase_sonnet,3
b52fc33b,Democracy is better than absolute monarchy.,improve_sonnet,3
b52fc33b,Democracy is better than absolute monarchy.,generate_sonnet,4
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,winning_text,1
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,losing_text,2
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,paraphrase_gpt5,3
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,improve_gpt5,3
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,generate_gpt5,4
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,paraphrase_gpt4o,3
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,improve_gpt4o,3
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,generate_gpt4o,2
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,paraphrase_mistral,2
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,improve_mistral,2
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,generate_mistral,3
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,paraphrase_llama,3
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,improve_llama,2
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,generate_llama,3
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,paraphrase_qwen,2
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,improve_qwen,2
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,generate_qwen,3
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,paraphrase_gemini,2
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,improve_gemini,2
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,generate_gemini,5
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,winning_text,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,losing_text,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,paraphrase_gpt5,3
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,improve_gpt5,5
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,generate_gpt5,5
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,paraphrase_gpt4o,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,improve_gpt4o,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,generate_gpt4o,3
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,paraphrase_mistral,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,improve_mistral,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,generate_mistral,5
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,paraphrase_llama,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,improve_llama,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,generate_llama,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,paraphrase_qwen,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,improve_qwen,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,generate_qwen,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,paraphrase_gemini,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,improve_gemini,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,generate_gemini,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,paraphrase_sonnet,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,improve_sonnet,4
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,generate_sonnet,4
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,winning_text,4
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,losing_text,2
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,paraphrase_gpt5,4
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,improve_gpt5,3
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,generate_gpt5,5
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,paraphrase_gpt4o,2
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,improve_gpt4o,2
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,generate_gpt4o,5
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,paraphrase_mistral,1
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,improve_mistral,1
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,generate_mistral,2
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,paraphrase_llama,2
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,improve_llama,2
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,generate_llama,4
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,paraphrase_qwen,2
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,improve_qwen,2
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,generate_qwen,1
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,paraphrase_gemini,2
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,improve_gemini,3
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,generate_gemini,3
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,paraphrase_sonnet,2
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,improve_sonnet,1
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,generate_sonnet,5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,winning_text,3
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,losing_text,5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,paraphrase_gpt5,5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,improve_gpt5,5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,generate_gpt5,5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,paraphrase_gpt4o,5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,improve_gpt4o,5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,generate_gpt4o,5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,paraphrase_mistral,4
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,improve_mistral,5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,generate_mistral,5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,paraphrase_llama,5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,improve_llama,4
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,generate_llama,5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,paraphrase_qwen,3
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,improve_qwen,4
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,generate_qwen,5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,paraphrase_gemini,4
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,improve_gemini,5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,generate_gemini,5
79eba61a,FDR's new deal was good.,winning_text,2
79eba61a,FDR's new deal was good.,losing_text,2
79eba61a,FDR's new deal was good.,paraphrase_gpt5,4
79eba61a,FDR's new deal was good.,improve_gpt5,5
79eba61a,FDR's new deal was good.,generate_gpt5,5
79eba61a,FDR's new deal was good.,paraphrase_gpt4o,4
79eba61a,FDR's new deal was good.,improve_gpt4o,5
79eba61a,FDR's new deal was good.,generate_gpt4o,5
79eba61a,FDR's new deal was good.,paraphrase_mistral,3
79eba61a,FDR's new deal was good.,improve_mistral,4
79eba61a,FDR's new deal was good.,generate_mistral,4
79eba61a,FDR's new deal was good.,paraphrase_llama,3
79eba61a,FDR's new deal was good.,improve_llama,3
79eba61a,FDR's new deal was good.,generate_llama,4
79eba61a,FDR's new deal was good.,paraphrase_qwen,2
79eba61a,FDR's new deal was good.,improve_qwen,5
79eba61a,FDR's new deal was good.,generate_qwen,5
79eba61a,FDR's new deal was good.,paraphrase_gemini,3
79eba61a,FDR's new deal was good.,improve_gemini,4
79eba61a,FDR's new deal was good.,generate_gemini,5
79eba61a,FDR's new deal was good.,paraphrase_sonnet,2
79eba61a,FDR's new deal was good.,improve_sonnet,4
79eba61a,FDR's new deal was good.,generate_sonnet,5
4a58eb35,Federal government bailouts of major corporations are just.,winning_text,4
4a58eb35,Federal government bailouts of major corporations are just.,losing_text,4
4a58eb35,Federal government bailouts of major corporations are just.,paraphrase_gpt5,4
4a58eb35,Federal government bailouts of major corporations are just.,improve_gpt5,5
4a58eb35,Federal government bailouts of major corporations are just.,generate_gpt5,5
4a58eb35,Federal government bailouts of major corporations are just.,paraphrase_gpt4o,4
4a58eb35,Federal government bailouts of major corporations are just.,improve_gpt4o,4
4a58eb35,Federal government bailouts of major corporations are just.,generate_gpt4o,5
4a58eb35,Federal government bailouts of major corporations are just.,paraphrase_mistral,5
4a58eb35,Federal government bailouts of major corporations are just.,improve_mistral,3
4a58eb35,Federal government bailouts of major corporations are just.,generate_mistral,3
4a58eb35,Federal government bailouts of major corporations are just.,paraphrase_llama,5
4a58eb35,Federal government bailouts of major corporations are just.,improve_llama,4
4a58eb35,Federal government bailouts of major corporations are just.,generate_llama,5
4a58eb35,Federal government bailouts of major corporations are just.,paraphrase_qwen,5
4a58eb35,Federal government bailouts of major corporations are just.,improve_qwen,5
4a58eb35,Federal government bailouts of major corporations are just.,generate_qwen,5
4a58eb35,Federal government bailouts of major corporations are just.,paraphrase_gemini,4
4a58eb35,Federal government bailouts of major corporations are just.,improve_gemini,4
4a58eb35,Federal government bailouts of major corporations are just.,generate_gemini,5
88c56e2b,Flag burning should be legal.,winning_text,3
88c56e2b,Flag burning should be legal.,losing_text,3
88c56e2b,Flag burning should be legal.,paraphrase_gpt5,4
88c56e2b,Flag burning should be legal.,improve_gpt5,5
88c56e2b,Flag burning should be legal.,generate_gpt5,5
88c56e2b,Flag burning should be legal.,paraphrase_gpt4o,4
88c56e2b,Flag burning should be legal.,improve_gpt4o,5
88c56e2b,Flag burning should be legal.,generate_gpt4o,5
88c56e2b,Flag burning should be legal.,paraphrase_mistral,4
88c56e2b,Flag burning should be legal.,improve_mistral,3
88c56e2b,Flag burning should be legal.,generate_mistral,5
88c56e2b,Flag burning should be legal.,paraphrase_llama,3
88c56e2b,Flag burning should be legal.,improve_llama,4
88c56e2b,Flag burning should be legal.,generate_llama,5
88c56e2b,Flag burning should be legal.,paraphrase_qwen,3
88c56e2b,Flag burning should be legal.,improve_qwen,3
88c56e2b,Flag burning should be legal.,generate_qwen,5
88c56e2b,Flag burning should be legal.,paraphrase_gemini,3
88c56e2b,Flag burning should be legal.,improve_gemini,5
88c56e2b,Flag burning should be legal.,generate_gemini,5
88c56e2b,Flag burning should be legal.,paraphrase_sonnet,4
88c56e2b,Flag burning should be legal.,improve_sonnet,5
88c56e2b,Flag burning should be legal.,generate_sonnet,5
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,winning_text,3
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,losing_text,3
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,paraphrase_gpt5,4
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,improve_gpt5,5
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,generate_gpt5,5
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,paraphrase_gpt4o,4
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,improve_gpt4o,4
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,generate_gpt4o,4
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,paraphrase_mistral,3
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,improve_mistral,3
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,generate_mistral,3
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,paraphrase_llama,2
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,improve_llama,4
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,generate_llama,4
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,paraphrase_qwen,4
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,improve_qwen,4
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,generate_qwen,5
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,paraphrase_gemini,4
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,improve_gemini,4
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,generate_gemini,5
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,paraphrase_sonnet,4
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,improve_sonnet,4
b5cd6dd1,Fox News is not any more unfair or biased than other news sources.,generate_sonnet,5
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,winning_text,1
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,losing_text,4
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,paraphrase_gpt5,4
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,improve_gpt5,5
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,generate_gpt5,5
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,paraphrase_gpt4o,4
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,improve_gpt4o,4
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,generate_gpt4o,5
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,paraphrase_mistral,3
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,improve_mistral,4
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,generate_mistral,4
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,paraphrase_llama,4
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,improve_llama,4
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,generate_llama,4
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,paraphrase_qwen,4
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,improve_qwen,4
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,generate_qwen,5
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,paraphrase_gemini,3
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,improve_gemini,4
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,generate_gemini,5
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,paraphrase_sonnet,4
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,improve_sonnet,3
f537932b,Gay marriage should be allowed and gay people should have equal rights in the United States.,generate_sonnet,5
ab2d1a6b,Gay marriage should be legal.,winning_text,4
ab2d1a6b,Gay marriage should be legal.,losing_text,2
ab2d1a6b,Gay marriage should be legal.,paraphrase_gpt5,5
ab2d1a6b,Gay marriage should be legal.,improve_gpt5,4
ab2d1a6b,Gay marriage should be legal.,generate_gpt5,5
ab2d1a6b,Gay marriage should be legal.,paraphrase_gpt4o,3
ab2d1a6b,Gay marriage should be legal.,improve_gpt4o,3
ab2d1a6b,Gay marriage should be legal.,generate_gpt4o,4
ab2d1a6b,Gay marriage should be legal.,paraphrase_mistral,1
ab2d1a6b,Gay marriage should be legal.,improve_mistral,1
ab2d1a6b,Gay marriage should be legal.,generate_mistral,2
ab2d1a6b,Gay marriage should be legal.,paraphrase_llama,2
ab2d1a6b,Gay marriage should be legal.,improve_llama,2
ab2d1a6b,Gay marriage should be legal.,generate_llama,1
ab2d1a6b,Gay marriage should be legal.,paraphrase_qwen,1
ab2d1a6b,Gay marriage should be legal.,improve_qwen,2
ab2d1a6b,Gay marriage should be legal.,generate_qwen,2
ab2d1a6b,Gay marriage should be legal.,paraphrase_gemini,1
ab2d1a6b,Gay marriage should be legal.,improve_gemini,1
ab2d1a6b,Gay marriage should be legal.,generate_gemini,4
0ceb57fd,Gay marriage should be legalized in the United States.,winning_text,4
0ceb57fd,Gay marriage should be legalized in the United States.,losing_text,2
0ceb57fd,Gay marriage should be legalized in the United States.,paraphrase_gpt5,2
0ceb57fd,Gay marriage should be legalized in the United States.,improve_gpt5,4
0ceb57fd,Gay marriage should be legalized in the United States.,generate_gpt5,5
0ceb57fd,Gay marriage should be legalized in the United States.,paraphrase_gpt4o,2
0ceb57fd,Gay marriage should be legalized in the United States.,improve_gpt4o,2
0ceb57fd,Gay marriage should be legalized in the United States.,generate_gpt4o,4
0ceb57fd,Gay marriage should be legalized in the United States.,paraphrase_mistral,2
0ceb57fd,Gay marriage should be legalized in the United States.,improve_mistral,2
0ceb57fd,Gay marriage should be legalized in the United States.,generate_mistral,2
0ceb57fd,Gay marriage should be legalized in the United States.,paraphrase_llama,2
0ceb57fd,Gay marriage should be legalized in the United States.,improve_llama,2
0ceb57fd,Gay marriage should be legalized in the United States.,generate_llama,2
0ceb57fd,Gay marriage should be legalized in the United States.,paraphrase_qwen,2
0ceb57fd,Gay marriage should be legalized in the United States.,improve_qwen,3
0ceb57fd,Gay marriage should be legalized in the United States.,generate_qwen,2
0ceb57fd,Gay marriage should be legalized in the United States.,paraphrase_gemini,2
0ceb57fd,Gay marriage should be legalized in the United States.,improve_gemini,1
0ceb57fd,Gay marriage should be legalized in the United States.,generate_gemini,4
0ceb57fd,Gay marriage should be legalized in the United States.,paraphrase_sonnet,2
0ceb57fd,Gay marriage should be legalized in the United States.,improve_sonnet,2
0ceb57fd,Gay marriage should be legalized in the United States.,generate_sonnet,5
48256da8,Gay marriage should be legalized.,winning_text,2
48256da8,Gay marriage should be legalized.,losing_text,1
48256da8,Gay marriage should be legalized.,paraphrase_gpt5,1
48256da8,Gay marriage should be legalized.,improve_gpt5,4
48256da8,Gay marriage should be legalized.,generate_gpt5,5
48256da8,Gay marriage should be legalized.,paraphrase_gpt4o,1
48256da8,Gay marriage should be legalized.,improve_gpt4o,2
48256da8,Gay marriage should be legalized.,generate_gpt4o,3
48256da8,Gay marriage should be legalized.,paraphrase_mistral,2
48256da8,Gay marriage should be legalized.,improve_mistral,1
48256da8,Gay marriage should be legalized.,generate_mistral,2
48256da8,Gay marriage should be legalized.,paraphrase_llama,2
48256da8,Gay marriage should be legalized.,improve_llama,1
48256da8,Gay marriage should be legalized.,generate_llama,4
48256da8,Gay marriage should be legalized.,paraphrase_qwen,1
48256da8,Gay marriage should be legalized.,improve_qwen,1
48256da8,Gay marriage should be legalized.,generate_qwen,5
48256da8,Gay marriage should be legalized.,paraphrase_gemini,1
48256da8,Gay marriage should be legalized.,improve_gemini,1
48256da8,Gay marriage should be legalized.,generate_gemini,5
48256da8,Gay marriage should be legalized.,paraphrase_sonnet,1
48256da8,Gay marriage should be legalized.,improve_sonnet,1
48256da8,Gay marriage should be legalized.,generate_sonnet,5
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",winning_text,2
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",losing_text,2
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",paraphrase_gpt5,4
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",improve_gpt5,4
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",generate_gpt5,5
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",paraphrase_gpt4o,1
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",improve_gpt4o,1
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",generate_gpt4o,3
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",paraphrase_mistral,2
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",improve_mistral,2
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",generate_mistral,2
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",paraphrase_llama,2
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",improve_llama,2
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",generate_llama,2
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",paraphrase_qwen,1
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",improve_qwen,1
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",generate_qwen,2
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",paraphrase_gemini,2
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",improve_gemini,2
f382b09c,"Gay people should have the same rights as anyone else, including marriage.",generate_gemini,4
7a04d798,George W. Bush stole the 2000 election.,winning_text,3
7a04d798,George W. Bush stole the 2000 election.,losing_text,3
7a04d798,George W. Bush stole the 2000 election.,paraphrase_gpt5,3
7a04d798,George W. Bush stole the 2000 election.,improve_gpt5,5
7a04d798,George W. Bush stole the 2000 election.,generate_gpt5,1
7a04d798,George W. Bush stole the 2000 election.,paraphrase_gpt4o,4
7a04d798,George W. Bush stole the 2000 election.,improve_gpt4o,4
7a04d798,George W. Bush stole the 2000 election.,generate_gpt4o,4
7a04d798,George W. Bush stole the 2000 election.,paraphrase_mistral,4
7a04d798,George W. Bush stole the 2000 election.,improve_mistral,3
7a04d798,George W. Bush stole the 2000 election.,generate_mistral,4
7a04d798,George W. Bush stole the 2000 election.,paraphrase_llama,3
7a04d798,George W. Bush stole the 2000 election.,improve_llama,2
7a04d798,George W. Bush stole the 2000 election.,generate_llama,4
7a04d798,George W. Bush stole the 2000 election.,paraphrase_qwen,3
7a04d798,George W. Bush stole the 2000 election.,improve_qwen,3
7a04d798,George W. Bush stole the 2000 election.,generate_qwen,5
7a04d798,George W. Bush stole the 2000 election.,paraphrase_gemini,3
7a04d798,George W. Bush stole the 2000 election.,improve_gemini,2
7a04d798,George W. Bush stole the 2000 election.,generate_gemini,4
7a04d798,George W. Bush stole the 2000 election.,paraphrase_sonnet,3
7a04d798,George W. Bush stole the 2000 election.,improve_sonnet,3
7a04d798,George W. Bush stole the 2000 election.,generate_sonnet,5
a16e4191,God and religion should be kept out of elections.,winning_text,2
a16e4191,God and religion should be kept out of elections.,losing_text,4
a16e4191,God and religion should be kept out of elections.,paraphrase_gpt5,5
a16e4191,God and religion should be kept out of elections.,improve_gpt5,5
a16e4191,God and religion should be kept out of elections.,generate_gpt5,5
a16e4191,God and religion should be kept out of elections.,paraphrase_gpt4o,5
a16e4191,God and religion should be kept out of elections.,improve_gpt4o,5
a16e4191,God and religion should be kept out of elections.,generate_gpt4o,5
a16e4191,God and religion should be kept out of elections.,paraphrase_mistral,4
a16e4191,God and religion should be kept out of elections.,improve_mistral,4
a16e4191,God and religion should be kept out of elections.,generate_mistral,4
a16e4191,God and religion should be kept out of elections.,paraphrase_llama,4
a16e4191,God and religion should be kept out of elections.,improve_llama,5
a16e4191,God and religion should be kept out of elections.,generate_llama,5
a16e4191,God and religion should be kept out of elections.,paraphrase_qwen,4
a16e4191,God and religion should be kept out of elections.,improve_qwen,4
a16e4191,God and religion should be kept out of elections.,generate_qwen,5
a16e4191,God and religion should be kept out of elections.,paraphrase_gemini,4
a16e4191,God and religion should be kept out of elections.,improve_gemini,4
a16e4191,God and religion should be kept out of elections.,generate_gemini,5
a16e4191,God and religion should be kept out of elections.,paraphrase_sonnet,4
a16e4191,God and religion should be kept out of elections.,improve_sonnet,4
a16e4191,God and religion should be kept out of elections.,generate_sonnet,5
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,winning_text,2
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,losing_text,1
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,paraphrase_gpt5,1
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,improve_gpt5,5
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,generate_gpt5,5
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,paraphrase_gpt4o,2
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,improve_gpt4o,2
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,generate_gpt4o,2
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,paraphrase_mistral,2
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,improve_mistral,2
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,generate_mistral,5
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,paraphrase_llama,1
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,improve_llama,1
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,generate_llama,4
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,paraphrase_qwen,1
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,improve_qwen,2
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,generate_qwen,2
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,paraphrase_gemini,1**
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,improve_gemini,1
8583b03d,Government should stop the spread of HIV/AIDS by quarantining people infected with the disease.,generate_gemini,2
1fae0f40,Greed is the cause of every problem in America today.,winning_text,4
1fae0f40,Greed is the cause of every problem in America today.,losing_text,4
