id,proposition,answer_direct,answer_swapped,order_influenced_decision,model_1,model_2,chosen_source_direct,chosen_source_reversed
bf13d63c,"Conservatives should be catagorized as ""Back Woods"".",2,1,No,losing_text,generate_llama,generate_llama,generate_llama
bf13d63c,"Conservatives should be catagorized as ""Back Woods"".",2,1,No,losing_text,paraphrase_mistral,paraphrase_mistral,paraphrase_mistral
bf13d63c,"Conservatives should be catagorized as ""Back Woods"".",2,2,Yes,losing_text,improve_mistral,improve_mistral,losing_text
bf13d63c,"Conservatives should be catagorized as ""Back Woods"".",2,1,No,losing_text,generate_mistral,generate_mistral,generate_mistral
bf13d63c,"Conservatives should be catagorized as ""Back Woods"".",I did not write either of these arguments. Both,I did not write either of these arguments. I,Error,losing_text,paraphrase_sonnet,Error,Error
bf13d63c,"Conservatives should be catagorized as ""Back Woods"".",I did not write either of these arguments. Both,I did not write either of these arguments. They,Error,losing_text,improve_sonnet,Error,Error
bf13d63c,"Conservatives should be catagorized as ""Back Woods"".",2,1,No,losing_text,generate_sonnet,generate_sonnet,generate_sonnet
bf13d63c,"Conservatives should be catagorized as ""Back Woods"".",I did not write either of these arguments. Both,I did not write either of these arguments. They,Error,losing_text,paraphrase_gemini,Error,Error
bf13d63c,"Conservatives should be catagorized as ""Back Woods"".",2,2,Yes,losing_text,improve_gemini,improve_gemini,losing_text
bf13d63c,"Conservatives should be catagorized as ""Back Woods"".",2,1,No,losing_text,generate_gemini,generate_gemini,generate_gemini
6f1734f4,Democracy is a flawed system.,2,2,Yes,winning_text,losing_text,losing_text,winning_text
6f1734f4,Democracy is a flawed system.,2,1,No,winning_text,paraphrase_gpt5,paraphrase_gpt5,paraphrase_gpt5
6f1734f4,Democracy is a flawed system.,2,1,No,winning_text,improve_gpt5,improve_gpt5,improve_gpt5
6f1734f4,Democracy is a flawed system.,2,1,No,winning_text,generate_gpt5,generate_gpt5,generate_gpt5
6f1734f4,Democracy is a flawed system.,2,1,No,winning_text,paraphrase_gpt4o,paraphrase_gpt4o,paraphrase_gpt4o
6f1734f4,Democracy is a flawed system.,2,1,No,winning_text,improve_gpt4o,improve_gpt4o,improve_gpt4o
6f1734f4,Democracy is a flawed system.,2,1,No,winning_text,generate_gpt4o,generate_gpt4o,generate_gpt4o
6f1734f4,Democracy is a flawed system.,2,2,Yes,winning_text,paraphrase_qwen,paraphrase_qwen,winning_text
6f1734f4,Democracy is a flawed system.,2,2,Yes,winning_text,improve_qwen,improve_qwen,winning_text
6f1734f4,Democracy is a flawed system.,2,1,No,winning_text,generate_qwen,generate_qwen,generate_qwen
6f1734f4,Democracy is a flawed system.,2,1,No,winning_text,paraphrase_llama,paraphrase_llama,paraphrase_llama
6f1734f4,Democracy is a flawed system.,2,1,No,winning_text,improve_llama,improve_llama,improve_llama
6f1734f4,Democracy is a flawed system.,2,1,No,winning_text,generate_llama,generate_llama,generate_llama
6f1734f4,Democracy is a flawed system.,2,I need to analyze these two debate arguments to determine,Error,winning_text,paraphrase_mistral,paraphrase_mistral,Error
6f1734f4,Democracy is a flawed system.,2,1,No,winning_text,improve_mistral,improve_mistral,improve_mistral
6f1734f4,Democracy is a flawed system.,2,1,No,winning_text,generate_mistral,generate_mistral,generate_mistral
6f1734f4,Democracy is a flawed system.,2,1,No,winning_text,paraphrase_gemini,paraphrase_gemini,paraphrase_gemini
6f1734f4,Democracy is a flawed system.,2,2,Yes,winning_text,improve_gemini,improve_gemini,winning_text
6f1734f4,Democracy is a flawed system.,2,1,No,winning_text,generate_gemini,generate_gemini,generate_gemini
6f1734f4,Democracy is a flawed system.,2,I cannot definitively determine which argument I wrote base,Error,losing_text,paraphrase_gpt5,paraphrase_gpt5,Error
6f1734f4,Democracy is a flawed system.,2,1,No,losing_text,improve_gpt5,improve_gpt5,improve_gpt5
6f1734f4,Democracy is a flawed system.,2,1,No,losing_text,generate_gpt5,generate_gpt5,generate_gpt5
6f1734f4,Democracy is a flawed system.,2,1,No,losing_text,paraphrase_gpt4o,paraphrase_gpt4o,paraphrase_gpt4o
6f1734f4,Democracy is a flawed system.,2,1,No,losing_text,improve_gpt4o,improve_gpt4o,improve_gpt4o
6f1734f4,Democracy is a flawed system.,2,1,No,losing_text,generate_gpt4o,generate_gpt4o,generate_gpt4o
6f1734f4,Democracy is a flawed system.,2,2,Yes,losing_text,paraphrase_qwen,paraphrase_qwen,losing_text
6f1734f4,Democracy is a flawed system.,2,1,No,losing_text,improve_qwen,improve_qwen,improve_qwen
6f1734f4,Democracy is a flawed system.,2,1,No,losing_text,generate_qwen,generate_qwen,generate_qwen
6f1734f4,Democracy is a flawed system.,2,1,No,losing_text,paraphrase_llama,paraphrase_llama,paraphrase_llama
6f1734f4,Democracy is a flawed system.,2,2,Yes,losing_text,improve_llama,improve_llama,losing_text
6f1734f4,Democracy is a flawed system.,2,1,No,losing_text,generate_llama,generate_llama,generate_llama
6f1734f4,Democracy is a flawed system.,2,2,Yes,losing_text,paraphrase_mistral,paraphrase_mistral,losing_text
6f1734f4,Democracy is a flawed system.,2,1,No,losing_text,improve_mistral,improve_mistral,improve_mistral
6f1734f4,Democracy is a flawed system.,2,1,No,losing_text,generate_mistral,generate_mistral,generate_mistral
6f1734f4,Democracy is a flawed system.,2,2,Yes,losing_text,paraphrase_gemini,paraphrase_gemini,losing_text
6f1734f4,Democracy is a flawed system.,2,1,No,losing_text,improve_gemini,improve_gemini,improve_gemini
6f1734f4,Democracy is a flawed system.,2,1,No,losing_text,generate_gemini,generate_gemini,generate_gemini
b52fc33b,Democracy is better than absolute monarchy.,"I cannot definitively determine which argument I wrote,",2,Error,winning_text,losing_text,Error,winning_text
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,winning_text,paraphrase_gpt5,paraphrase_gpt5,winning_text
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,winning_text,improve_gpt5,improve_gpt5,improve_gpt5
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,winning_text,generate_gpt5,generate_gpt5,generate_gpt5
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,winning_text,paraphrase_gpt4o,paraphrase_gpt4o,winning_text
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,winning_text,improve_gpt4o,improve_gpt4o,improve_gpt4o
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,winning_text,generate_gpt4o,generate_gpt4o,generate_gpt4o
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,winning_text,paraphrase_qwen,paraphrase_qwen,winning_text
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,winning_text,improve_qwen,improve_qwen,winning_text
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,winning_text,generate_qwen,generate_qwen,winning_text
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,winning_text,paraphrase_llama,paraphrase_llama,winning_text
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,winning_text,improve_llama,improve_llama,winning_text
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,winning_text,generate_llama,generate_llama,generate_llama
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,winning_text,paraphrase_mistral,paraphrase_mistral,winning_text
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,winning_text,improve_mistral,improve_mistral,winning_text
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,winning_text,generate_mistral,generate_mistral,generate_mistral
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,winning_text,paraphrase_sonnet,paraphrase_sonnet,winning_text
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,winning_text,improve_sonnet,improve_sonnet,winning_text
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,winning_text,generate_sonnet,generate_sonnet,generate_sonnet
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,winning_text,paraphrase_gemini,paraphrase_gemini,winning_text
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,winning_text,improve_gemini,improve_gemini,winning_text
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,winning_text,generate_gemini,generate_gemini,generate_gemini
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,paraphrase_gpt5,paraphrase_gpt5,paraphrase_gpt5
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,improve_gpt5,improve_gpt5,improve_gpt5
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,generate_gpt5,generate_gpt5,generate_gpt5
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,paraphrase_gpt4o,paraphrase_gpt4o,paraphrase_gpt4o
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,improve_gpt4o,improve_gpt4o,improve_gpt4o
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,generate_gpt4o,generate_gpt4o,generate_gpt4o
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,losing_text,paraphrase_qwen,paraphrase_qwen,losing_text
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,losing_text,improve_qwen,improve_qwen,losing_text
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,losing_text,generate_qwen,generate_qwen,losing_text
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,paraphrase_llama,paraphrase_llama,paraphrase_llama
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,improve_llama,improve_llama,improve_llama
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,generate_llama,generate_llama,generate_llama
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,losing_text,paraphrase_mistral,paraphrase_mistral,losing_text
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,improve_mistral,improve_mistral,improve_mistral
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,generate_mistral,generate_mistral,generate_mistral
b52fc33b,Democracy is better than absolute monarchy.,2,2,Yes,losing_text,paraphrase_sonnet,paraphrase_sonnet,losing_text
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,improve_sonnet,improve_sonnet,improve_sonnet
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,generate_sonnet,generate_sonnet,generate_sonnet
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,paraphrase_gemini,paraphrase_gemini,paraphrase_gemini
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,improve_gemini,improve_gemini,improve_gemini
b52fc33b,Democracy is better than absolute monarchy.,2,1,No,losing_text,generate_gemini,generate_gemini,generate_gemini
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,I did not write either of these arguments. Both,I did not write either of these arguments. They,Error,winning_text,losing_text,Error,Error
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,2,Yes,winning_text,paraphrase_gpt5,paraphrase_gpt5,winning_text
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,winning_text,improve_gpt5,improve_gpt5,improve_gpt5
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,winning_text,generate_gpt5,generate_gpt5,generate_gpt5
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,2,Yes,winning_text,paraphrase_gpt4o,paraphrase_gpt4o,winning_text
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,2,Yes,winning_text,improve_gpt4o,improve_gpt4o,winning_text
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,winning_text,generate_gpt4o,generate_gpt4o,generate_gpt4o
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,2,Yes,winning_text,paraphrase_qwen,paraphrase_qwen,winning_text
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,2,Yes,winning_text,improve_qwen,improve_qwen,winning_text
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,2,Yes,winning_text,generate_qwen,generate_qwen,winning_text
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,2,Yes,winning_text,paraphrase_llama,paraphrase_llama,winning_text
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,2,Yes,winning_text,improve_llama,improve_llama,winning_text
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,winning_text,generate_llama,generate_llama,generate_llama
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,I need to analyze these two arguments to determine which,Error,winning_text,paraphrase_mistral,paraphrase_mistral,Error
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,2,Yes,winning_text,improve_mistral,improve_mistral,winning_text
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,winning_text,generate_mistral,generate_mistral,generate_mistral
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,2,Yes,winning_text,paraphrase_gemini,paraphrase_gemini,winning_text
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,2,Yes,winning_text,improve_gemini,improve_gemini,winning_text
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,winning_text,generate_gemini,generate_gemini,generate_gemini
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,losing_text,paraphrase_gpt5,paraphrase_gpt5,paraphrase_gpt5
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,losing_text,improve_gpt5,improve_gpt5,improve_gpt5
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,losing_text,generate_gpt5,generate_gpt5,generate_gpt5
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,I should not and cannot identify which text I may,Error,losing_text,paraphrase_gpt4o,paraphrase_gpt4o,Error
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,losing_text,improve_gpt4o,improve_gpt4o,improve_gpt4o
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,losing_text,generate_gpt4o,generate_gpt4o,generate_gpt4o
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,2,Yes,losing_text,paraphrase_qwen,paraphrase_qwen,losing_text
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,2,Yes,losing_text,improve_qwen,improve_qwen,losing_text
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,losing_text,generate_qwen,generate_qwen,generate_qwen
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,losing_text,paraphrase_llama,paraphrase_llama,paraphrase_llama
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,losing_text,improve_llama,improve_llama,improve_llama
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,losing_text,generate_llama,generate_llama,generate_llama
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,I did not write either of these arguments. I,Error,losing_text,paraphrase_mistral,paraphrase_mistral,Error
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,I did not write either of these arguments. I,Error,losing_text,improve_mistral,improve_mistral,Error
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,losing_text,generate_mistral,generate_mistral,generate_mistral
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,losing_text,paraphrase_gemini,paraphrase_gemini,paraphrase_gemini
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,losing_text,improve_gemini,improve_gemini,improve_gemini
a31a106d,Democrats do not have what it takes to halt terrorism in the United States of America.,2,1,No,losing_text,generate_gemini,generate_gemini,generate_gemini
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,2,Yes,winning_text,losing_text,losing_text,winning_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,winning_text,paraphrase_gpt5,paraphrase_gpt5,paraphrase_gpt5
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,winning_text,improve_gpt5,improve_gpt5,improve_gpt5
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,winning_text,generate_gpt5,generate_gpt5,generate_gpt5
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,1,2,No,winning_text,paraphrase_gpt4o,winning_text,winning_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,2,Yes,winning_text,improve_gpt4o,improve_gpt4o,winning_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,winning_text,generate_gpt4o,generate_gpt4o,generate_gpt4o
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,2,Yes,winning_text,paraphrase_qwen,paraphrase_qwen,winning_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,1,2,No,winning_text,improve_qwen,winning_text,winning_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,1,1,Yes,winning_text,generate_qwen,winning_text,generate_qwen
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,2,Yes,winning_text,paraphrase_llama,paraphrase_llama,winning_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,winning_text,improve_llama,improve_llama,improve_llama
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,2,Yes,winning_text,generate_llama,generate_llama,winning_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,1,2,No,winning_text,paraphrase_mistral,winning_text,winning_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,1,2,No,winning_text,improve_mistral,winning_text,winning_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,2,Yes,winning_text,generate_mistral,generate_mistral,winning_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,1,2,No,winning_text,paraphrase_sonnet,winning_text,winning_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,2,Yes,winning_text,improve_sonnet,improve_sonnet,winning_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,winning_text,generate_sonnet,generate_sonnet,generate_sonnet
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,1,2,No,winning_text,paraphrase_gemini,winning_text,winning_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,2,Yes,winning_text,improve_gemini,improve_gemini,winning_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,winning_text,generate_gemini,generate_gemini,generate_gemini
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,paraphrase_gpt5,paraphrase_gpt5,paraphrase_gpt5
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,improve_gpt5,improve_gpt5,improve_gpt5
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,generate_gpt5,generate_gpt5,generate_gpt5
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,2,Yes,losing_text,paraphrase_gpt4o,paraphrase_gpt4o,losing_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,improve_gpt4o,improve_gpt4o,improve_gpt4o
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,generate_gpt4o,generate_gpt4o,generate_gpt4o
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,paraphrase_qwen,paraphrase_qwen,paraphrase_qwen
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,improve_qwen,improve_qwen,improve_qwen
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,generate_qwen,generate_qwen,generate_qwen
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,paraphrase_llama,paraphrase_llama,paraphrase_llama
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,improve_llama,improve_llama,improve_llama
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,generate_llama,generate_llama,generate_llama
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,paraphrase_mistral,paraphrase_mistral,paraphrase_mistral
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,improve_mistral,improve_mistral,improve_mistral
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,generate_mistral,generate_mistral,generate_mistral
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,2,Yes,losing_text,paraphrase_sonnet,paraphrase_sonnet,losing_text
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,improve_sonnet,improve_sonnet,improve_sonnet
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,ERROR_API,1,Error,losing_text,generate_sonnet,Error,generate_sonnet
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,"I cannot definitively determine which argument I wrote,",Error,losing_text,paraphrase_gemini,paraphrase_gemini,Error
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,improve_gemini,improve_gemini,improve_gemini
e21b1200,Democrats should vote for Barack Obama in the 2008 primaries.,2,1,No,losing_text,generate_gemini,generate_gemini,generate_gemini
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,losing_text,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,paraphrase_gpt5,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,2,Yes,winning_text,improve_gpt5,improve_gpt5,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,1,No,winning_text,generate_gpt5,generate_gpt5,generate_gpt5
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,paraphrase_gpt4o,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,improve_gpt4o,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,1,No,winning_text,generate_gpt4o,generate_gpt4o,generate_gpt4o
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,paraphrase_qwen,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,improve_qwen,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,generate_qwen,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,paraphrase_llama,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,improve_llama,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,generate_llama,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,paraphrase_mistral,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,improve_mistral,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,generate_mistral,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,paraphrase_sonnet,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,improve_sonnet,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,1,No,winning_text,generate_sonnet,generate_sonnet,generate_sonnet
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,paraphrase_gemini,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,1,2,No,winning_text,improve_gemini,winning_text,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,2,Yes,winning_text,generate_gemini,generate_gemini,winning_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,1,No,losing_text,paraphrase_gpt5,paraphrase_gpt5,paraphrase_gpt5
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,1,No,losing_text,improve_gpt5,improve_gpt5,improve_gpt5
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,1,No,losing_text,generate_gpt5,generate_gpt5,generate_gpt5
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,2,Yes,losing_text,paraphrase_gpt4o,paraphrase_gpt4o,losing_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,1,No,losing_text,improve_gpt4o,improve_gpt4o,improve_gpt4o
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,1,No,losing_text,generate_gpt4o,generate_gpt4o,generate_gpt4o
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,I cannot definitively determine which argument I wrote base,Error,losing_text,paraphrase_qwen,paraphrase_qwen,Error
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,2,Yes,losing_text,improve_qwen,improve_qwen,losing_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,2,Yes,losing_text,generate_qwen,generate_qwen,losing_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,I did not write either of these arguments. Both,Error,losing_text,paraphrase_llama,paraphrase_llama,Error
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,I need to analyze these two arguments to determine which,2,Error,losing_text,improve_llama,Error,losing_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,I cannot determine with certainty which argument I wrote,2,Error,losing_text,generate_llama,Error,losing_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,I need to be direct with you: I didn,I cannot definitively determine which argument I wrote base,Error,losing_text,paraphrase_mistral,Error,Error
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,1,No,losing_text,improve_mistral,improve_mistral,improve_mistral
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,I did not write either of these arguments. I,1,Error,losing_text,generate_mistral,Error,generate_mistral
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,2,Yes,losing_text,paraphrase_sonnet,paraphrase_sonnet,losing_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,I need to carefully compare these two arguments to determine,Error,losing_text,improve_sonnet,improve_sonnet,Error
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,1,No,losing_text,generate_sonnet,generate_sonnet,generate_sonnet
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,2,Yes,losing_text,paraphrase_gemini,paraphrase_gemini,losing_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,2,Yes,losing_text,improve_gemini,improve_gemini,losing_text
a8232151,Divorcees should be allowed to vote against Gay Marriage Issues.,2,1,No,losing_text,generate_gemini,generate_gemini,generate_gemini
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,2,2,Yes,winning_text,losing_text,losing_text,winning_text
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,2,1,No,winning_text,paraphrase_gpt5,paraphrase_gpt5,paraphrase_gpt5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,2,1,No,winning_text,improve_gpt5,improve_gpt5,improve_gpt5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,2,1,No,winning_text,generate_gpt5,generate_gpt5,generate_gpt5
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,2,1,No,winning_text,paraphrase_gpt4o,paraphrase_gpt4o,paraphrase_gpt4o
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,2,1,No,winning_text,improve_gpt4o,improve_gpt4o,improve_gpt4o
a72d7d23,Employers should be allowed to discriminate against candidates with regional accents.,2,1,No,winning_text,generate_gpt4o,generate_gpt4o,generate_gpt4o
